OBJECTID,ENABLED,ASSETID,SERVICEID,PIPE_ID,CLASS,PIPE_SUBTYPE,UP_STRUCT,DN_STRUCT,PIPE_LABEL,REMARKS,ENG_DIST,BASIN,UP_INV,DN_INV,PIPE_LENG,SLOPE_PCT,PIPE_SIZE,PIPE_WIDTH,PIPE_MAT,PIPE_SHAPE,REHAB,STREET,BLOCK,LINER,C_SLOPE,C_UP_INV,C_DN_INV,C_PIPE_LEN,UP_STA_100,UP_STA_PLS,DN_STA_100,DN_STA_PLS,YEAR_INST,NO_LAT,GRV_FM,EASEMENT,PIPE_STATUS,COMMENTS,WYE_CON,MON_INST,PLAN1,PLAN2,PROF,WYEMAP,HR_VER,PCT_ENTRY,WYE_MAT,WYE_DIAM,WYE_LENG,WYE_UPDATE,EST_UPINV,EST_DNINV,EST_MATL,LINER_DATE,EST_YEAR,EST_YR_LEV,SLOPE2,V_CURVE,PCT_ENTRY2,CAPACITY,SYSTEM,TRTMNT_LOC,OWNER,CRTN_DT,LAST_UPDATE,USER_ID,VDATUM,UP_MH,DN_MH,SAN_PIPE_ID,LAYER,Shape_Length,TOOLTIP,NLA_URL,CLASS_DESC,ENG_DIST_DESC,REHAB_DESC,GRV_FM_DESC,HR_VER_DESC,SYSTEM_DESC,TRTMNT_LOC_DESC,OWNER_DESC,MATERIAL_DESCRIPTION,PIPE_SUBTYPE_DESC,PIPE_STATUS_DESC
1793,True,1767652,,5181415751814145A,Major Outfall or Interceptor,1,51814157,51814145,A,,West LA,A02,65.58,65.5,93.31,0.0008,99,0,RCP,Semi Elliptical,No,FAIRFAX AVE,2000,,NO,F,F,F,62,30.87,61,37.56,1956,0,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,4981-4C,,No,,99,96.5,T,F,F,F,,T,1,,No,,332.00176,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51814157,51814145,5181415751814145A,1,33.566791,OUTFALL PIPES BY SIZE \nPipe ID: 5181415751814145A,navigatela/reports/wastewater_pipes.cfm?PK=5181415751814145A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1794,True,1767689,,5180719251807118A,Major Outfall or Interceptor,1,51807192,51807118,A,,Central,H01,119.14,118.58,133.47,0.004,78,0,RCP,Circular,No,GENESEE AVE,,,NO,,,,124,62.47,123,29,1953,0,Gravity,No,F,LCSFVRS,,04,D-10016,,D-10016,129-177-1,Horizontal,No,,,,,,,,,,,,No,,,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51807192,51807118,5180719251807118A,1,49.2389,OUTFALL PIPES BY SIZE \nPipe ID: 5180719251807118A,navigatela/reports/wastewater_pipes.cfm?PK=5180719251807118A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1795,True,1767690,,5180317351807027A,Major Outfall or Interceptor,1,51803173,51807027,A,,Central,H01,127.68,123.52,701,0.006,72,0,RCP,Circular,No,GENESEE AVE,,,NO,,,,142,53,135,52,1953,0,Gravity,No,F,LCSFVRS,,04,D-10016,,D-10016,5713-3,Horizontal,No,,,,,,,,,,,,No,,,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51803173,51807027,5180317351807027A,1,258.679409,OUTFALL PIPES BY SIZE \nPipe ID: 5180317351807027A,navigatela/reports/wastewater_pipes.cfm?PK=5180317351807027A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1796,True,1767696,,5180314351803201A,Major Outfall or Interceptor,1,51803143,51803201,A,,Central,H01,131.76,130.56,206.46,0.006,72,0,RCP,Circular,No,SPAULDING AVE,1000,,NO,F,F,F,149,30,147,23.54,1953,0,Gravity,No,F,L.C.S.F.V.R.S.,0,04,D-10016,,D-10016,5708-4C,Horizontal,No,,0,679.599976,T,F,F,F,,F,,,No,,304.6,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51803143,51803210,5180314351803210A,1,73.719127,OUTFALL PIPES BY SIZE \nPipe ID: 5180314351803201A,navigatela/reports/wastewater_pipes.cfm?PK=5180314351803201A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1797,True,1767697,,5180320151803210A,Major Outfall or Interceptor,1,51803201,51803210,A,,Central,H01,130.56,129.55,168.41,0.006,72,0,RCP,Circular,No,SPAULDING AVE,1000,,NO,F,F,F,147,29.71,145,61.3,1956,0,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,5708-4C,Horizontal,No,,0,679.599976,T,F,F,F,,F,,,No,,304.6,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51803143,51803210,5180314351803210A,1,59.742368,OUTFALL PIPES BY SIZE \nPipe ID: 5180320151803210A,navigatela/reports/wastewater_pipes.cfm?PK=5180320151803210A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1798,True,1767743,,5180320251803222A,Major Outfall or Interceptor,1,51803202,51803222,A,,Central,H01,150.75,141.95,362.66,0.024,66,0,RCP,Circular,No,SPAULDING AVE,800,,NO,F,F,F,164,78,161,15.34,1953,0,Gravity,No,F,L.C.S.F.V.R.S.,0,04,D-10016,,D-10016,5708-1,Horizontal,No,,78,1558.400024,T,F,F,F,,F,,0,No,No,0,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-02-07T00:00:00.000Z,EGEORGES,,51803202,51803211,5180320251803211A,1,133.887001,OUTFALL PIPES BY SIZE \nPipe ID: 5180320251803222A,navigatela/reports/wastewater_pipes.cfm?PK=5180320251803222A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1799,True,1767744,,5180322251803211A,Major Outfall or Interceptor,1,51803222,51803211,A,,Central,H01,141.78,138.99,284.57,0.01,66,0,RCP,Circular,No,SPAULDING AVE,800,,NO,F,F,F,161,15.34,158,30.77,1956,0,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,5708-3,,No,,78,1558.400024,T,F,F,F,,F,,,No,No,0,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51803202,51803211,5180320251803211A,1,105.010596,OUTFALL PIPES BY SIZE \nPipe ID: 5180322251803211A,navigatela/reports/wastewater_pipes.cfm?PK=5180322251803211A,Major Outfall or Interceptor,Central,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1800,True,1767773,,5180303251803209A,Major Outfall or Interceptor,1,51803032,51803209,A,,Central,H01,159.06,155.54,883,0.004,78,0,RCP,Circular,No,8TH ST,,,NO,,,,175,70,166,87,1956,0,Gravity,No,F,LCSFVRS,,03,D-10016,,D-10016,5708-1,Horizontal,No,,,,,,,,,,,0,No,No,,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-02-07T00:00:00.000Z,EGEORGES,,51803032,51803209,5180303251803209A,1,324.551817,OUTFALL PIPES BY SIZE \nPipe ID: 5180303251803209A,navigatela/reports/wastewater_pipes.cfm?PK=5180303251803209A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1801,True,1767778,,5180402751803032A,Major Outfall or Interceptor,1,51804027,51803032,A,,Central,H01,162.63,159.06,890,0.004,78,0,RCP,Circular,No,8TH ST,,,NO,,,,184,60,175,70,1953,0,Gravity,No,F,LCSFVRS,,04,D-10016,,D-10016,5123-4,Horizontal,No,,,,,,,,,,,0,No,No,,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,EGEORGES,,51804027,51803032,5180402751803032A,1,327.373536,OUTFALL PIPES BY SIZE \nPipe ID: 5180402751803032A,navigatela/reports/wastewater_pipes.cfm?PK=5180402751803032A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1802,True,1767799,,4921611249216161A,Major Outfall or Interceptor,1,49216112,49216161,A,,Central,H01,169.23,164.86,778.61,0.0056,72,0,RCP,Circular,No,HAUSER BLVD,5600,,NO,F,F,F,198,2,190,23.39,1956,0,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,5364-3,Horizontal,No,,0,4.6,T,F,F,F,,F,,,No,,292.09704,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49216112,49216161,4921611249216161A,1,287.500096,OUTFALL PIPES BY SIZE \nPipe ID: 4921611249216161A,navigatela/reports/wastewater_pipes.cfm?PK=4921611249216161A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1803,True,1767961,,4920810149208206A,Major Outfall or Interceptor,1,49208101,49208206,A,,Central,H05,206.88,205.75,8.5,0.1107,72,0,RCP,Circular,No,MARTEL AVE,500,,NO,F,F,F,263,30.71,263,22.21,1956,0,Gravity,No,F,LCSFVRS.(TRANSITION PIPE 72/60),0,03,D-10016,D-31584,D-10016,7163-3,Horizontal,Yes,,0,865,T,F,F,F,,T,1,,No,,294.28693,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208101,49208206,4920810149208206A,1,3.198506,OUTFALL PIPES BY SIZE \nPipe ID: 4920810149208206A,navigatela/reports/wastewater_pipes.cfm?PK=4920810149208206A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1804,True,1767962,,4920820649208188A,Major Outfall or Interceptor,1,49208206,49208188,A,,Central,H05,205.75,203.17,589.63,0.0056,72,0,RCP,Circular,No,MARTEL AVE,500,,NO,F,F,F,263,22.21,257,32.58,1956,0,Gravity,No,F,LCSFVRS.(ADD MH #188 PER D-31584),0,03,D-10016,D-31584,D-10016,7163-3,,Yes,,0,865,T,F,F,F,,T,1,,No,,294.28693,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208206,49208188,4920820649208188A,1,217.855487,OUTFALL PIPES BY SIZE \nPipe ID: 4920820649208188A,navigatela/reports/wastewater_pipes.cfm?PK=4920820649208188A,Major Outfall or Interceptor,Central,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1805,True,1767960,,4920817849208206A,Major Outfall or Interceptor,1,49208178,49208206,A,,Central,H05,209.01,208.71,32.19,0.015,36,0,VCP,Circular,No,CLINTON ST,7200,,NO,F,F,F,0,32.19,0,0,1956,0,Gravity,No,F,L.C.S.F.V.R.S.,0,03,D-10016,,D-10016,7163-3,Horizontal,No,RCP,0,360.5,T,F,F,T,,F,,,No,,75.85355,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208178,49208206,4920817849208206A,1,9.938247,OUTFALL PIPES BY SIZE \nPipe ID: 4920817849208206A,navigatela/reports/wastewater_pipes.cfm?PK=4920817849208206A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1806,True,1768109,,4920821249208169A,Major Outfall or Interceptor,1,49208212,49208169,A,,Central,H05,210.91,208.4,175.54,0.0161,42,0,VCP,Circular,No,MARTEL AVE,400,,NO,F,F,F,1,77,0,1.46,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7163-3,Horizontal,No,,0,177,T,F,F,F,,F,,,Yes,No,118.54084,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208212,49208169,4920821249208169A,1,65.121685,OUTFALL PIPES BY SIZE \nPipe ID: 4920821249208169A,navigatela/reports/wastewater_pipes.cfm?PK=4920821249208169A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1807,True,1768114,,4920821349208212A,Major Outfall or Interceptor,1,49208213,49208212,A,,Central,H05,225.88,210.92,919.75,0.0161,42,0,VCP,Circular,No,MARTEL AVE,400,,NO,F,F,F,10,96.75,1,77,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7163-3,Horizontal,No,,0,177,T,F,F,F,,F,,,Yes,No,118.54084,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208213,49208212,4920821349208212A,1,344.463067,OUTFALL PIPES BY SIZE \nPipe ID: 4920821349208212A,navigatela/reports/wastewater_pipes.cfm?PK=4920821349208212A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1808,True,1768120,,4920821449208213A,Major Outfall or Interceptor,1,49208214,49208213,A,,Central,H05,246.4,241.7,532,0.0161,42,0,VCP,Circular,No,WARING AVE,,,NO,,,,16,39,11,7,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-6,Horizontal,No,,0,0,,,,,,,,,No,,0,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49208214,49208213,4920821449208213A,1,195.958422,OUTFALL PIPES BY SIZE \nPipe ID: 4920821449208213A,navigatela/reports/wastewater_pipes.cfm?PK=4920821449208213A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1809,True,1768149,,4920401349204034A,Major Outfall or Interceptor,1,49204013,49204034,A,,Central,H05,253.22,247,336.39,0.016,42,0,VCP,Circular,No,VISTA AVE,1000,,NO,F,F,F,25,22,21,85.61,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-6,Horizontal,No,,0,0,F,F,F,F,,T,1,,Yes,No,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204013,49208214,4920401349208214A,1,124.25097,OUTFALL PIPES BY SIZE \nPipe ID: 4920401349204034A,navigatela/reports/wastewater_pipes.cfm?PK=4920401349204034A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1810,True,1768150,,4920403449208214A,Major Outfall or Interceptor,1,49204034,49208214,A,,Central,H05,247,234.44,546.63,0.0271,42,0,VCP,Circular,No,VISTA AVE,1000,,NO,F,F,F,21,85.63,16,39,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-6,Horizontal,No,,0,0,F,F,F,F,,T,1,,Yes,No,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204013,49208214,4920401349208214A,1,202.011031,OUTFALL PIPES BY SIZE \nPipe ID: 4920403449208214A,navigatela/reports/wastewater_pipes.cfm?PK=4920403449208214A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1811,True,1768151,,4920411149204059B,Major Outfall or Interceptor,1,49204111,49204059,B,,Central,H05,253.22,247,336.39,0.016,42,0,VCP,Circular,No,VISTA ST,1000,,NO,F,F,F,25,22,21,85.61,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-6,Horizontal,No,,0,0,F,F,F,F,,F,,,Yes,No,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204111,49208171,4920411149208171B,1,124.251076,OUTFALL PIPES BY SIZE \nPipe ID: 4920411149204059B,navigatela/reports/wastewater_pipes.cfm?PK=4920411149204059B,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1812,True,1768148,,4920405949208171B,Major Outfall or Interceptor,1,49204059,49208171,B,,Central,H05,247,234.44,546.59,0.0271,42,0,VCP,Circular,No,VISTA ST,1000,,NO,F,F,F,21,85.59,16,39,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-6,Horizontal,No,,0,0,F,F,F,F,,F,,,Yes,No,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204111,49208171,4920411149208171B,1,201.985504,OUTFALL PIPES BY SIZE \nPipe ID: 4920405949208171B,navigatela/reports/wastewater_pipes.cfm?PK=4920405949208171B,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1813,True,1768154,,4920406249204013A,Major Outfall or Interceptor,1,49204062,49204013,A,,Central,H05,261.3,253.22,505,0.016,42,0,VCP,Circular,No,VISTA ST,1000,,NO,F,F,T,30,27,25,22,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-6,Horizontal,No,,0,505,T,F,F,F,,F,,,No,,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204062,49204013,4920406249204013A,1,186.519701,OUTFALL PIPES BY SIZE \nPipe ID: 4920406249204013A,navigatela/reports/wastewater_pipes.cfm?PK=4920406249204013A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1814,True,1768208,,4920411449204062A,Major Outfall or Interceptor,1,49204114,49204062,A,,Out LA,H05,272.86,261.3,791,0.016,42,0,VCP,Circular,No,VISTA ST,1000,,NO,F,F,F,38,18,30,27,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,7030-3,Horizontal,No,,0,0,F,F,F,F,,F,,,No,,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204114,49204062,4920411449204062A,1,266.164223,OUTFALL PIPES BY SIZE \nPipe ID: 4920411449204062A,navigatela/reports/wastewater_pipes.cfm?PK=4920411449204062A,Major Outfall or Interceptor,Outside City Limits,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1815,True,1768213,,4920411549204114A,Major Outfall or Interceptor,1,49204115,49204114,A,,Out LA,H05,297.47,272.86,844,0.0274,42,0,VCP,Circular,No,GARDNER ST,1100,,NO,F,F,F,46,62,38,18,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,NOWYEMAP,Horizontal,No,,0,0,F,F,F,F,,F,,,Yes,No,154.64303,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204115,49204114,4920411549204114A,1,311.737143,OUTFALL PIPES BY SIZE \nPipe ID: 4920411549204114A,navigatela/reports/wastewater_pipes.cfm?PK=4920411549204114A,Major Outfall or Interceptor,Outside City Limits,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1816,True,1768229,,4701522449204115A,Major Outfall or Interceptor,1,47015224,49204115,A,REFILL SEWER NOT IN USE,Out LA,H28,321.19,297.47,825,0.016,42,0,VCP,Circular,No,GARDNER AVE,1300,,NO,F,F,F,54,87,46,62,1967,0,Gravity,No,F,L.C.S.F.V.R.S./2ND SLOPE=0.0589,0,08,D-20555,,D-20555,5073-2,Horizontal,No,,0,825,T,F,F,F,,F,,,Yes,No,118.17213,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-07-03T00:00:00.000Z,RZGARCIA,,47015224,49204115,4701522449204115A,1,304.747315,OUTFALL PIPES BY SIZE \nPipe ID: 4701522449204115A,navigatela/reports/wastewater_pipes.cfm?PK=4701522449204115A,Major Outfall or Interceptor,Outside City Limits,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1817,True,1768242,,4701521747015223A,Major Outfall or Interceptor,1,47015217,47015223,A,,Central,H28,338.03,328.5,596.16,0.016,42,0,VCP,Circular,No,SIERRA BONITA AVE,1500,,NO,F,F,F,65,40.16,59,44,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,5073-2,,No,,0,596.200012,T,F,F,F,,F,,,No,,118,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-07-03T00:00:00.000Z,RZGARCIA,,47015217,47015223,4701521747015223A,1,220.228223,OUTFALL PIPES BY SIZE \nPipe ID: 4701521747015223A,navigatela/reports/wastewater_pipes.cfm?PK=4701521747015223A,Major Outfall or Interceptor,Central,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1818,True,1768245,,4701521447015215A,Major Outfall or Interceptor,1,47015214,47015215,A,,Central,H28,328.5,321.19,457,0.016,42,0,VCP,Circular,No,DE LONGPRE AVE,,,NO,,,,59,44,54,87,1967,0,Gravity,No,F,LCSFVRS,,08,D-20555,,D-20555,5073-2,Horizontal,No,,,,,,,,,,,,,,,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,47015214,47015215,4701521447015215A,1,168.350522,OUTFALL PIPES BY SIZE \nPipe ID: 4701521447015215A,navigatela/reports/wastewater_pipes.cfm?PK=4701521447015215A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1819,True,1768256,,4920410849204109A,Major Outfall or Interceptor,1,49204108,49204109,A,,Out LA,H05,297.47,272.86,844,0.0274,42,0,VCP,Circular,No,GARDNER ST,1100,,NO,F,F,F,46,62,38,18,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,NOWYEMAP,Horizontal,No,,0,0,F,F,F,F,,F,,,Yes,No,154.64303,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49204108,49204109,4920410849204109A,1,311.756946,OUTFALL PIPES BY SIZE \nPipe ID: 4920410849204109A,navigatela/reports/wastewater_pipes.cfm?PK=4920410849204109A,Major Outfall or Interceptor,Outside City Limits,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1820,True,1768261,,4701521347015214A,Major Outfall or Interceptor,1,47015213,47015214,A,,Central,H28,346.59,328.5,856,0.016,42,0,VCP,Circular,No,SIERRA BONITA AVE,1500,,NO,F,F,F,68,0,59,44,1967,0,Gravity,No,F,L.C.S.F.V.R.S./2ND SLOPE = 0.0352,0,08,D-20555,,D-20555,4966-5,,No,,0,596.200012,T,F,F,F,,F,,,No,,118,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,47015213,47015214,4701521347015214A,1,316.223887,OUTFALL PIPES BY SIZE \nPipe ID: 4701521347015214A,navigatela/reports/wastewater_pipes.cfm?PK=4701521347015214A,Major Outfall or Interceptor,Central,No,Gravity,,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1821,True,1768264,,4701522247015217A,Major Outfall or Interceptor,1,47015222,47015217,A,,Central,H28,346.59,338.03,259.84,0.0352,42,0,VCP,Circular,No,SIERRA BONITA AVE,1500,,NO,F,F,F,68,0,65,40.16,1967,0,Gravity,No,F,L.C.S.F.V.R.S.,0,08,D-20555,,D-20555,4966-5,Horizontal,No,,0,856,T,F,F,F,,F,,,Yes,No,118,La Cienega / San Fdo. Valley Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-07-03T00:00:00.000Z,RZGARCIA,,47015222,47015217,4701522247015217A,1,95.991676,OUTFALL PIPES BY SIZE \nPipe ID: 4701522247015217A,navigatela/reports/wastewater_pipes.cfm?PK=4701522247015217A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
