dates,times,flow
6/22/14,0:58:56,22.776
6/22/14,0:58:59,15.9696
6/22/14,0:59:01,8.883
6/22/14,0:59:02,0
6/22/14,2:52:42,9.2785
6/22/14,2:52:43,15.0302
6/22/14,2:52:44,22.4135
6/22/14,2:52:45,33.2576
6/22/14,2:52:46,42.5856
6/22/14,2:52:47,52.6882
6/22/14,2:52:48,61.0767
6/22/14,2:52:49,67.1251
6/22/14,2:52:52,82.0729
6/22/14,2:52:54,87.1654
6/22/14,2:53:02,81.974
6/22/14,2:53:32,76.7991
6/22/14,2:53:36,180.9229
6/22/14,2:53:37,203.9297
6/22/14,2:53:38,195.7718
6/22/14,2:53:39,181.8293
6/22/14,2:53:40,155.8231
6/22/14,2:53:41,166.3377
6/22/14,2:54:35,171.8421
6/22/14,2:54:53,162.9921
6/22/14,2:54:56,170.6885
6/22/14,2:55:09,164.1128
6/22/14,2:55:12,158.6578
6/22/14,2:55:14,165.2335
6/22/14,2:55:16,170.4248
6/22/14,2:55:35,163.0416
6/22/14,2:55:40,156.6307
6/22/14,2:55:45,163.9645
6/22/14,2:55:46,170.8039
6/22/14,2:56:10,165.6785
6/22/14,2:56:28,171.0016
6/22/14,2:56:49,164.8709
6/22/14,2:56:51,60.6977
6/22/14,2:56:52,17.0573
6/22/14,2:56:55,53.4298
6/22/14,2:56:56,69.2346
6/22/14,2:56:57,55.6876
6/22/14,2:56:58,45.4532
6/22/14,2:57:00,54.9625
6/22/14,2:57:02,46.8211
6/22/14,2:59:14,41.0859
6/22/14,2:59:19,32.6479
6/22/14,2:59:22,26.3194
6/22/14,2:59:23,18.5735
6/22/14,2:59:25,8.2732
6/22/14,2:59:26,0
6/22/14,4:49:49,11.5199
6/22/14,4:49:51,22.6442
6/22/14,4:49:52,42.7174
6/22/14,4:49:53,54.8471
6/22/14,4:49:56,70.8826
6/22/14,4:49:57,81.2818
6/22/14,4:49:59,86.4897
6/22/14,4:50:07,80.5402
6/22/14,4:50:40,75.1016
6/22/14,4:50:44,70.0916
6/22/14,4:50:49,64.4717
6/22/14,4:50:53,70.2893
6/22/14,4:50:56,75.4148
6/22/14,4:51:07,69.8773
6/22/14,4:51:15,64.4388
6/22/14,4:51:36,59.2803
6/22/14,4:51:42,52.9024
6/22/14,4:51:48,47.8264
6/22/14,4:51:58,54.9954
6/22/14,4:52:09,47.332
6/22/14,4:52:23,40.4596
6/22/14,4:52:27,30.8845
6/22/14,4:52:31,24.3747
6/22/14,4:52:37,18.8042
6/22/14,4:52:43,12.69
6/22/14,4:52:46,20.6171
6/22/14,4:52:48,26.5995
6/22/14,4:52:50,34.4113
6/22/14,4:52:57,28.9562
6/22/14,4:53:00,23.633
6/22/14,4:55:43,31.8733
6/22/14,4:55:46,40.4761
6/22/14,4:55:49,47.2661
6/22/14,4:55:53,41.8275
6/22/14,4:55:55,34.3289
6/22/14,4:55:57,28.1981
6/22/14,4:56:00,15.64
6/22/14,4:56:01,6.2131
6/22/14,4:56:02,0
6/22/14,6:22:23,16.3651
6/22/14,6:22:24,22.4794
6/22/14,6:22:25,31.4118
6/22/14,6:22:26,42.9317
6/22/14,6:22:27,51.1719
6/22/14,6:22:28,60.6647
6/22/14,6:22:29,67.8173
6/22/14,6:22:31,78.6449
6/22/14,6:22:33,85.4843
6/22/14,6:22:45,80.4578
6/22/14,6:23:16,109.414
6/22/14,6:23:18,203.221
6/22/14,6:23:19,196.3322
6/22/14,6:23:20,179.2749
6/22/14,6:23:21,162.1516
6/22/14,6:23:28,169.6997
6/22/14,6:23:34,164.2282
6/22/14,6:24:08,170.2271
6/22/14,6:24:36,165.217
6/22/14,6:24:39,170.9357
6/22/14,6:24:49,162.5801
6/22/14,6:24:55,167.8374
6/22/14,6:24:58,173.2265
6/22/14,6:25:13,167.8209
6/22/14,6:25:18,161.9209
6/22/14,6:25:26,166.9639
6/22/14,6:25:35,172.8969
6/22/14,6:25:38,167.0793
6/22/14,6:25:44,173.8033
6/22/14,6:25:52,167.4913
6/22/14,6:25:57,162.0857
6/22/14,6:26:00,167.5737
6/22/14,6:26:03,172.6167
6/22/14,6:26:14,162.3494
6/22/14,6:26:17,170.0128
6/22/14,6:26:33,80.1117
6/22/14,6:26:34,33.0434
6/22/14,6:26:35,20.8973
6/22/14,6:26:36,46.8046
6/22/14,6:26:37,40.1959
6/22/14,6:26:38,62.082
6/22/14,6:26:39,74.0139
6/22/14,6:26:40,58.0608
6/22/14,6:26:41,50.1337
6/22/14,6:26:44,58.1926
6/22/14,6:26:45,51.3368
6/22/14,6:28:55,44.6457
6/22/14,6:29:00,38.416
6/22/14,6:29:03,31.8733
6/22/14,6:29:07,21.6883
6/22/14,6:29:08,12.4428
6/22/14,6:29:09,7.1525
6/22/14,6:29:10,0
6/22/14,8:16:36,14.783
6/22/14,8:16:37,19.9414
6/22/14,8:16:38,31.4778
6/22/14,8:16:39,39.9817
6/22/14,8:16:40,49.7876
6/22/14,8:16:41,59.132
6/22/14,8:16:42,64.7354
6/22/14,8:16:43,72.3988
6/22/14,8:16:45,81.117
6/22/14,8:16:50,86.5061
6/22/14,8:16:55,81.3642
6/22/14,8:17:24,76.3047
6/22/14,8:17:29,82.7156
6/22/14,8:17:30,164.6402
6/22/14,8:17:31,202.7596
6/22/14,8:17:33,188.2238
6/22/14,8:17:34,171.3807
6/22/14,8:17:35,159.317
6/22/14,8:17:37,164.8709
6/22/14,8:18:21,170.4413
6/22/14,8:18:52,165.1181
6/22/14,8:18:54,170.293
6/22/14,8:19:02,176.7039
6/22/14,8:19:03,170.5402
6/22/14,8:19:08,164.805
6/22/14,8:19:09,159.284
6/22/14,8:19:14,168.3648
6/22/14,8:19:20,173.8363
6/22/14,8:19:27,168.0681
6/22/14,8:19:32,160.0916
6/22/14,8:19:40,167.4583
6/22/14,8:20:01,162.4483
6/22/14,8:20:15,168.579
6/22/14,8:20:35,163.3382
6/22/14,8:20:36,168.5131
6/22/14,8:20:45,72.4318
6/22/14,8:20:46,35.6473
6/22/14,8:20:48,47.2826
6/22/14,8:20:49,56.0007
6/22/14,8:20:50,69.3005
6/22/14,8:20:51,58.341
6/22/14,8:20:52,42.7174
6/22/14,8:20:54,50.7599
6/22/14,8:20:56,45.0742
6/22/14,8:21:46,40.0146
6/22/14,8:23:01,45.173
6/22/14,8:23:08,39.9652
6/22/14,8:23:11,34.4113
6/22/14,8:23:15,27.2423
6/22/14,8:23:17,19.859
6/22/14,8:23:20,2.6863
6/22/14,8:38:09,78.4307
6/22/14,8:38:11,0
6/22/14,8:38:55,0
6/22/14,9:38:58,0
6/22/14,9:39:05,0
6/22/14,12:03:31,9.8224
6/22/14,12:03:32,14.8819
6/22/14,12:03:33,20.6336
6/22/14,12:03:34,28.2805
6/22/14,12:03:37,43.1954
6/22/14,12:03:38,56.1985
6/22/14,12:03:39,62.8401
6/22/14,12:03:42,71.3111
6/22/14,12:04:26,66.0044
6/22/14,12:04:30,59.2144
6/22/14,12:04:34,52.6717
6/22/14,12:04:40,60.3681
6/22/14,12:04:42,66.6471
6/22/14,12:04:45,72.5636
6/22/14,12:04:51,64.7024
6/22/14,12:04:53,58.8683
6/22/14,12:04:55,52.6882
6/22/14,12:05:18,60.3681
6/22/14,12:05:24,53.4792
6/22/14,12:05:26,47.1837
6/22/14,12:05:29,41.5473
6/22/14,12:05:36,47.1837
6/22/14,12:05:46,52.2926
6/22/14,12:05:56,47.1672
6/22/14,12:06:05,52.5893
6/22/14,12:08:26,57.9784
6/22/14,12:08:30,63.0379
6/22/14,12:09:02,55.9018
6/22/14,12:09:04,50.8423
6/22/14,12:09:08,42.7999
6/22/14,12:09:09,37.592
6/22/14,12:09:10,31.7579
6/22/14,12:09:11,26.3358
6/22/14,12:09:12,18.145
6/22/14,12:09:13,8.3556
6/22/14,12:09:14,0
6/22/14,14:47:29,6.7076
6/22/14,14:47:30,12.5911
6/22/14,14:47:31,20.1556
6/22/14,14:47:32,25.6107
6/22/14,14:47:33,35.6638
6/22/14,14:47:34,46.6398
6/22/14,14:47:35,52.5398
6/22/14,14:47:36,61.4887
6/22/14,14:47:37,70.4212
6/22/14,14:47:38,76.5519
6/22/14,14:47:39,81.941
6/22/14,14:47:41,87.2807
6/22/14,14:47:49,81.4631
6/22/14,14:48:21,76.2717
6/22/14,14:48:30,70.8002
6/22/14,14:48:34,65.5759
6/22/14,14:48:42,72.2505
6/22/14,14:48:58,66.8284
6/22/14,14:49:12,61.4558
6/22/14,14:49:22,55.2262
6/22/14,14:49:53,49.9689
6/22/14,14:50:04,43.0471
6/22/14,14:50:07,37.9216
6/22/14,14:50:11,32.9116
6/22/14,14:51:26,38.3666
6/22/14,14:53:26,45.7004
6/22/14,14:53:34,38.3996
6/22/14,14:53:37,28.8903
6/22/14,14:53:39,21.7378
6/22/14,14:53:41,14.0908
6/22/14,14:53:43,8.3556
6/22/14,14:53:45,0
6/22/14,19:20:55,5.9495
6/22/14,19:20:56,12.5252
6/22/14,19:20:57,18.7548
6/22/14,19:20:59,35.1529
6/22/14,19:21:00,45.239
6/22/14,19:21:01,53.6111
6/22/14,19:21:02,60.0549
6/22/14,19:21:04,67.9326
6/22/14,19:21:05,79.403
6/22/14,19:21:07,84.7427
6/22/14,19:21:21,79.7162
6/22/14,19:21:49,73.8656
6/22/14,19:21:52,67.9821
6/22/14,19:21:55,62.4776
6/22/14,19:22:04,71.7066
6/22/14,19:22:07,76.9969
6/22/14,19:22:14,69.4818
6/22/14,19:22:17,62.4776
6/22/14,19:22:20,55.803
6/22/14,19:22:31,62.0161
6/22/14,19:22:41,54.6988
6/22/14,19:22:43,49.4415
6/22/14,19:22:46,44.2831
6/22/14,19:23:07,51.2214
6/22/14,19:23:14,44.3985
6/22/14,19:23:17,38.3172
6/22/14,19:23:27,32.5819
6/22/14,19:23:29,26.0721
6/22/14,19:23:31,20.2875
6/22/14,19:23:33,13.8766
6/22/14,19:23:35,7.1196
6/22/14,19:23:37,0
6/22/14,19:23:49,6.7405
6/22/14,19:23:53,13.1844
6/22/14,19:23:58,7.0042
6/22/14,19:24:01,0
6/22/14,19:26:49,7.8282
6/22/14,19:26:51,16.4805
6/22/14,19:26:52,21.5235
6/22/14,19:26:54,28.9068
6/22/14,19:27:01,23.699
6/22/14,19:27:03,14.3545
6/22/14,19:27:04,8.9984
6/22/14,19:27:06,0
6/23/14,1:58:12,10.3992
6/23/14,1:58:13,16.3322
6/23/14,1:58:14,22.1663
6/23/14,1:58:15,29.2199
6/23/14,1:58:16,41.6462
6/23/14,1:58:17,50.0018
6/23/14,1:58:20,67.8832
6/23/14,1:58:21,80.4908
6/23/14,1:58:23,86.5721
6/23/14,1:58:33,81.2159
6/23/14,1:59:10,75.8433
6/23/14,1:59:11,160.553
6/23/14,1:59:13,189.8224
6/23/14,1:59:14,174.7098
6/23/14,1:59:15,160.174
6/23/14,1:59:30,166.3541
6/23/14,2:00:44,172.6662
6/23/14,2:01:06,167.343
6/23/14,2:01:14,161.9374
6/23/14,2:01:21,155.7737
6/23/14,2:01:27,164.1787
6/23/14,2:01:47,170.0128
6/23/14,2:02:02,160.7013
6/23/14,2:02:05,167.0628
6/23/14,2:02:07,161.2617
6/23/14,2:02:11,168.8757
6/23/14,2:02:12,163.7173
6/23/14,2:02:17,170.5567
6/23/14,2:02:24,164.8379
6/23/14,2:02:26,86.7533
6/23/14,2:02:27,40.0806
6/23/14,2:02:28,49.9524
6/23/14,2:02:29,36.2901
6/23/14,2:02:30,60.4505
6/23/14,2:02:31,73.7667
6/23/14,2:02:32,63.0709
6/23/14,2:02:33,51.9136
6/23/14,2:04:48,46.8046
6/23/14,2:04:52,40.0476
6/23/14,2:04:55,34.197
6/23/14,2:04:57,26.2699
6/23/14,2:05:00,13.6459
6/23/14,2:05:01,6.7735
6/23/14,2:05:02,0
6/23/14,3:53:18,6.8229
6/23/14,3:53:19,13.9755
6/23/14,3:53:20,19.5129
6/23/14,3:53:22,37.3448
6/23/14,3:53:23,50.7929
6/23/14,3:53:24,56.7588
6/23/14,3:53:25,64.1256
6/23/14,3:53:28,80.4083
6/23/14,3:54:09,75.0852
6/23/14,3:54:15,69.8938
6/23/14,3:54:41,64.1586
6/23/14,3:55:04,58.5717
6/23/14,3:55:10,53.1166
6/23/14,3:55:40,45.9971
6/23/14,3:55:47,40.542
6/23/14,3:55:54,31.5437
6/23/14,3:55:57,25.3305
6/23/14,3:56:01,19.9084
6/23/14,3:56:10,26.7808
6/23/14,3:56:13,34.4937
6/23/14,3:56:25,29.121
6/23/14,3:56:57,34.1311
6/23/14,3:59:16,39.6521
6/23/14,3:59:23,32.3842
6/23/14,3:59:25,27.0115
6/23/14,3:59:27,19.4799
6/23/14,3:59:29,10.6299
6/23/14,3:59:30,2.505
6/23/14,5:13:31,11.009
6/23/14,5:13:32,17.7165
6/23/14,5:13:34,28.0663
6/23/14,5:13:35,41.1848
6/23/14,5:13:36,50.0183
6/23/14,5:13:37,58.7695
6/23/14,5:13:38,66.2681
6/23/14,5:13:39,73.3712
6/23/14,5:13:40,79.2877
6/23/14,5:13:42,85.0064
6/23/14,5:13:58,79.6832
6/23/14,5:14:25,74.393
6/23/14,5:14:29,68.3117
6/23/14,5:14:43,75.2994
6/23/14,5:14:52,69.9597
6/23/14,5:14:57,61.4228
6/23/14,5:15:21,55.2756
6/23/14,5:15:28,49.2602
6/23/14,5:15:55,43.2283
6/23/14,5:16:01,37.4437
6/23/14,5:16:06,31.8898
6/23/14,5:16:09,26.649
6/23/14,5:16:12,19.5624
6/23/14,5:16:14,13.9755
6/23/14,5:16:27,19.3975
6/23/14,5:20:56,24.7043
6/23/14,5:21:00,32.7467
6/23/14,5:21:03,42.5526
6/23/14,5:21:06,48.1231
6/23/14,5:21:10,41.3166
6/23/14,5:21:11,33.818
6/23/14,5:21:13,23.4188
6/23/14,5:21:15,13.2009
6/23/14,5:21:17,7.4327
6/23/14,5:21:20,0
6/23/14,6:49:23,8.0919
6/23/14,6:49:25,17.7165
6/23/14,6:49:26,24.1439
6/23/14,6:49:27,32.3018
6/23/14,6:49:28,40.0311
6/23/14,6:49:30,48.7823
6/23/14,6:49:31,58.9178
6/23/14,6:49:32,64.5871
6/23/14,6:49:35,72.5142
6/23/14,6:49:40,77.9198
6/23/14,6:49:49,72.5307
6/23/14,6:50:18,67.4052
6/23/14,6:50:20,99.0478
6/23/14,6:50:21,179.6045
6/23/14,6:50:22,197.0573
6/23/14,6:50:23,189.2785
6/23/14,6:50:24,180.7746
6/23/14,6:50:26,168.7273
6/23/14,6:50:35,163.2888
6/23/14,6:50:56,169.8645
6/23/14,6:50:57,164.6072
6/23/14,6:51:19,169.7327
6/23/14,6:51:39,163.5689
6/23/14,6:51:42,169.9963
6/23/14,6:51:57,161.2946
6/23/14,6:52:02,168.3153
6/23/14,6:52:05,173.9846
6/23/14,6:52:16,168.4637
6/23/14,6:52:21,162.3659
6/23/14,6:52:24,155.9714
6/23/14,6:52:29,165.4972
6/23/14,6:52:53,170.6885
6/23/14,6:53:04,164.9533
6/23/14,6:53:15,170.1611
6/23/14,6:53:28,162.9262
6/23/14,6:53:34,168.134
6/23/14,6:53:36,92.6863
6/23/14,6:53:37,49.1119
6/23/14,6:53:40,59.577
6/23/14,6:53:41,71.0474
6/23/14,6:53:43,76.3541
6/23/14,6:53:44,58.1926
6/23/14,6:53:46,64.5376
6/23/14,6:53:48,58.1926
6/23/14,6:54:53,50.7435
6/23/14,6:54:55,44.9423
6/23/14,6:54:57,39.9158
6/23/14,6:54:58,30.868
6/23/14,6:54:59,25.0833
6/23/14,6:55:00,17.321
6/23/14,6:55:01,0
6/23/14,7:38:39,7.0042
6/23/14,7:38:40,14.338
6/23/14,7:38:42,23.3364
6/23/14,7:38:43,40.6739
6/23/14,7:38:46,64.653
6/23/14,7:38:47,72.4648
6/23/14,7:38:48,77.6726
6/23/14,7:38:50,84.0011
6/23/14,7:39:03,78.4801
6/23/14,7:39:34,72.9262
6/23/14,7:39:36,94.9442
6/23/14,7:39:37,182.505
6/23/14,7:39:38,203.1386
6/23/14,7:39:39,193.3657
6/23/14,7:39:40,184.7464
6/23/14,7:39:42,168.7768
6/23/14,7:39:51,163.3547
6/23/14,7:40:21,169.4525
6/23/14,7:40:55,161.8879
6/23/14,7:41:00,171.6279
6/23/14,7:41:03,177.0005
6/23/14,7:41:05,171.3477
6/23/14,7:41:12,165.4972
6/23/14,7:41:20,170.7215
6/23/14,7:41:37,163.8656
6/23/14,7:41:41,156.1692
6/23/14,7:41:44,163.2064
6/23/14,7:41:48,170.3095
6/23/14,7:42:10,163.8491
6/23/14,7:42:15,169.0405
6/23/14,7:42:26,175.0394
6/23/14,7:42:36,168.9581
6/23/14,7:42:38,162.646
6/23/14,7:42:43,170.1611
6/23/14,7:42:52,91.2855
6/23/14,7:42:53,36.5373
6/23/14,7:42:54,47.8264
6/23/14,7:42:55,37.8557
6/23/14,7:42:56,60.813
6/23/14,7:42:59,47.777
6/23/14,7:43:01,55.2756
6/23/14,7:43:03,48.6339
6/23/14,7:45:09,43.0965
6/23/14,7:45:13,36.8174
6/23/14,7:45:17,27.3576
6/23/14,7:45:19,18.9031
6/23/14,7:45:20,13.7942
6/23/14,7:45:21,7.2844
6/23/14,7:45:22,0
6/23/14,10:27:37,15.607
6/23/14,10:27:38,26.3523
6/23/14,10:27:39,36.8834
6/23/14,10:27:40,46.0135
6/23/14,10:27:41,54.9625
6/23/14,10:27:42,63.384
6/23/14,10:27:43,70.0751
6/23/14,10:27:44,75.7444
6/23/14,10:27:46,82.4519
6/23/14,10:28:14,77.3924
6/23/14,10:28:29,99.6246
6/23/14,10:28:30,184.2684
6/23/14,10:28:31,204.5889
6/23/14,10:28:32,197.3045
6/23/14,10:28:33,177.841
6/23/14,10:28:34,155.9055
6/23/14,10:28:35,167.8044
6/23/14,10:29:03,161.5748
6/23/14,10:29:06,167.5737
6/23/14,10:29:27,173.1111
6/23/14,10:29:49,164.0139
6/23/14,10:29:55,170.1611
6/23/14,10:30:04,164.0139
6/23/14,10:30:12,171.529
6/23/14,10:30:25,166.3871
6/23/14,10:30:31,159.8608
6/23/14,10:30:35,165.8762
6/23/14,10:30:38,172.9628
6/23/14,10:30:39,163.7832
6/23/14,10:30:53,168.7933
6/23/14,10:31:05,161.1298
6/23/14,10:31:15,168.3977
6/23/14,10:31:22,174.2318
6/23/14,10:31:30,167.5572
6/23/14,10:31:38,173.9846
6/23/14,10:31:47,166.4695
6/23/14,10:31:48,71.7726
6/23/14,10:31:49,44.2831
6/23/14,10:31:50,17.6836
6/23/14,10:31:51,43.8381
6/23/14,10:31:53,61.0932
6/23/14,10:31:55,49.837
6/23/14,10:31:56,40.542
6/23/14,10:31:59,48.5021
6/23/14,10:32:01,41.0859
6/23/14,10:34:13,34.7409
6/23/14,10:34:17,29.4671
6/23/14,10:34:19,22.0674
6/23/14,10:34:21,13.0196
6/23/14,10:34:22,6.8064
6/23/14,10:34:23,0
6/23/14,11:35:08,13.6788
6/23/14,11:35:10,20.9467
6/23/14,11:35:11,26.9786
6/23/14,11:35:12,43.3107
6/23/14,11:35:13,54.9789
6/23/14,11:35:14,63.7466
6/23/14,11:35:15,69.7455
6/23/14,11:35:16,75.9586
6/23/14,11:35:17,81.2489
6/23/14,11:35:43,76.1893
6/23/14,11:36:02,70.5365
6/23/14,11:36:05,63.9938
6/23/14,11:36:15,71.3935
6/23/14,11:36:26,65.2793
6/23/14,11:36:29,59.1815
6/23/14,11:36:52,53.1826
6/23/14,11:36:55,46.8376
6/23/14,11:37:27,40.9376
6/23/14,11:37:30,34.8563
6/23/14,11:37:33,28.3794
6/23/14,11:37:38,22.43
6/23/14,11:37:41,15.7224
6/23/14,11:37:43,10.0861
6/23/14,11:37:45,3.9883
6/23/14,11:38:05,9.0972
6/23/14,11:38:10,0
6/23/14,11:38:40,5.3726
6/23/14,11:38:50,0
6/23/14,11:39:52,5.3562
6/23/14,11:40:58,13.5799
6/23/14,11:41:00,22.43
6/23/14,11:41:02,27.5224
6/23/14,11:41:03,34.8233
6/23/14,11:41:11,29.2529
6/23/14,11:41:13,22.364
6/23/14,11:41:15,15.5741
6/23/14,11:41:17,8.6028
6/23/14,11:41:20,0
6/23/14,13:04:02,9.7894
6/23/14,13:04:04,20.716
6/23/14,13:04:07,46.1289
6/23/14,13:04:08,57.4345
6/23/14,13:04:10,74.1787
6/23/14,13:04:13,82.5508
6/23/14,13:04:43,77.5078
6/23/14,13:05:00,70.6189
6/23/14,13:05:01,91.9447
6/23/14,13:05:02,196.052
6/23/14,13:05:03,206.9456
6/23/14,13:05:04,194.7336
6/23/14,13:05:05,181.3184
6/23/14,13:05:06,167.1452
6/23/14,13:06:07,173.2265
6/23/14,13:06:17,166.3541
6/23/14,13:06:25,172.6003
6/23/14,13:06:37,164.4095
6/23/14,13:06:45,170.3919
6/23/14,13:07:00,162.9097
6/23/14,13:07:02,157.224
6/23/14,13:07:07,166.8321
6/23/14,13:07:21,171.9081
6/23/14,13:07:54,163.6184
6/23/14,13:07:59,170.9028
6/23/14,13:08:17,77.4748
6/23/14,13:08:18,23.0068
6/23/14,13:08:19,15.607
6/23/14,13:08:20,33.2247
6/23/14,13:08:22,60.401
6/23/14,13:08:24,47.0024
6/23/14,13:08:27,52.7046
6/23/14,13:08:30,43.6074
6/23/14,13:10:40,38.449
6/23/14,13:10:43,32.549
6/23/14,13:10:46,26.6819
6/23/14,13:10:47,21.2763
6/23/14,13:10:49,12.7394
6/23/14,13:10:50,6.7405
6/23/14,13:10:51,0
6/23/14,14:52:45,10.8442
6/23/14,14:52:46,18.145
6/23/14,14:52:48,32.9445
6/23/14,14:52:50,45.5027
6/23/14,14:52:51,60.3681
6/23/14,14:52:52,69.696
6/23/14,14:52:54,80.2106
6/23/14,14:53:39,74.5413
6/23/14,14:53:46,67.5041
6/23/14,14:53:59,73.2723
6/23/14,14:54:10,66.8284
6/23/14,14:54:13,61.5217
6/23/14,14:54:41,56.3139
6/23/14,14:54:44,50.1337
6/23/14,14:55:02,55.2591
6/23/14,14:55:09,50.0348
6/23/14,14:55:13,43.0965
6/23/14,14:55:25,37.0482
6/23/14,14:55:28,28.9233
6/23/14,14:55:32,23.0727
6/23/14,14:55:49,29.2034
6/23/14,14:55:51,34.4937
6/23/14,14:55:57,28.0333
6/23/14,14:56:00,22.2322
6/23/14,14:57:07,28.4289
6/23/14,14:58:41,34.7738
6/23/14,14:58:43,40.954
6/23/14,14:58:46,47.9582
6/23/14,14:58:51,42.7339
6/23/14,14:58:53,35.0211
6/23/14,14:58:57,23.1221
6/23/14,14:59:01,13.1679
6/23/14,14:59:03,4.4168
6/23/14,15:48:42,21.5565
6/23/14,15:48:43,40.5255
6/23/14,15:48:44,51.1225
6/23/14,15:48:45,58.9343
6/23/14,15:48:46,65.098
6/23/14,15:48:48,73.0745
6/23/14,15:48:49,82.1882
6/23/14,15:49:10,77.0793
6/23/14,15:49:34,71.5913
6/23/14,15:49:38,66.4329
6/23/14,15:49:48,73.3382
6/23/14,15:49:57,66.9438
6/23/14,15:50:01,61.7689
6/23/14,15:50:26,55.9513
6/23/14,15:50:29,50.3809
6/23/14,15:51:00,44.6127
6/23/14,15:51:07,39.1741
6/23/14,15:51:11,34.0157
6/23/14,15:51:14,28.9892
6/23/14,15:51:16,23.7484
6/23/14,15:51:20,18.5076
6/23/14,15:51:28,23.9462
6/23/14,15:54:30,30.2582
6/23/14,15:54:33,35.499
6/23/14,15:54:42,28.6761
6/23/14,15:54:45,20.8478
6/23/14,15:54:47,14.0084
6/23/14,15:54:48,8.9819
6/23/14,15:54:50,0
6/24/14,4:17:04,10.8442
6/24/14,4:17:05,19.892
6/24/14,4:17:06,30.2582
6/24/14,4:17:07,40.0311
6/24/14,4:17:08,48.0736
6/24/14,4:17:09,59.165
6/24/14,4:17:10,65.955
6/24/14,4:17:11,71.8879
6/24/14,4:17:13,78.8427
6/24/14,4:17:15,85.8469
6/24/14,4:17:26,79.8151
6/24/14,4:17:54,127.213
6/24/14,4:17:55,195.2609
6/24/14,4:17:56,200.6665
6/24/14,4:17:57,193.6953
6/24/14,4:17:58,179.2254
6/24/14,4:18:00,161.8879
6/24/14,4:18:02,169.2218
6/24/14,4:18:17,163.7502
6/24/14,4:18:38,169.9469
6/24/14,4:18:40,164.3765
6/24/14,4:18:54,169.6503
6/24/14,4:19:13,163.6349
6/24/14,4:19:16,157.7019
6/24/14,4:19:21,164.1622
6/24/14,4:19:32,169.881
6/24/14,4:19:56,161.5748
6/24/14,4:20:09,167.7385
6/24/14,4:20:44,161.6572
6/24/14,4:20:52,168.991
6/24/14,4:21:10,61.8348
6/24/14,4:21:11,51.0731
6/24/14,4:21:12,42.1406
6/24/14,4:21:13,58.0278
6/24/14,4:21:14,67.3228
6/24/14,4:21:15,53.6605
6/24/14,4:21:16,42.1242
6/24/14,4:21:19,51.7323
6/24/14,4:21:20,45.1401
6/24/14,4:23:41,39.1247
6/24/14,4:23:44,32.3347
6/24/14,4:23:46,26.9291
6/24/14,4:23:48,19.6777
6/24/14,4:23:50,10.3827
6/24/14,4:23:52,0
6/24/14,5:15:50,6.2131
6/24/14,5:15:52,18.8702
6/24/14,5:15:54,35.1035
6/24/14,5:15:56,51.0401
6/24/14,5:15:58,61.4393
6/24/14,5:15:59,75.4807
6/24/14,5:16:01,82.4519
6/24/14,5:16:22,76.6508
6/24/14,5:16:47,70.965
6/24/14,5:16:51,62.6259
6/24/14,5:16:59,67.9326
6/24/14,5:17:03,74.9203
6/24/14,5:17:09,68.46
6/24/14,5:17:13,62.3787
6/24/14,5:17:20,57.0555
6/24/14,5:17:39,52.0289
6/24/14,5:17:44,43.7887
6/24/14,5:17:53,50.1996
6/24/14,5:18:08,44.4644
6/24/14,5:18:13,39.0588
6/24/14,5:18:19,32.7467
6/24/14,5:18:23,27.2587
6/24/14,5:18:26,20.4853
6/24/14,5:18:28,13.6788
6/24/14,5:18:31,6.5922
6/24/14,5:18:32,0
6/24/14,5:21:45,5.0101
6/24/14,5:21:46,10.976
6/24/14,5:21:48,19.1668
6/24/14,5:21:50,24.6548
6/24/14,5:21:59,16.2498
6/24/14,5:22:02,9.6905
6/24/14,5:22:03,3.2631
6/24/14,6:47:57,18.8702
6/24/14,6:47:58,25.8414
6/24/14,6:47:59,32.3018
6/24/14,6:48:02,49.2932
6/24/14,6:48:03,58.2091
6/24/14,6:48:04,63.4994
6/24/14,6:48:06,70.7508
6/24/14,6:48:10,76.0081
6/24/14,6:48:22,70.8826
6/24/14,6:48:46,115.792
6/24/14,6:48:47,185.6693
6/24/14,6:48:48,196.8925
6/24/14,6:48:49,190.4651
6/24/14,6:48:50,180.2966
6/24/14,6:48:51,168.4637
6/24/14,6:48:55,163.4536
6/24/14,6:49:35,168.5955
6/24/14,6:50:06,162.4812
6/24/14,6:50:08,167.6561
6/24/14,6:50:13,172.7651
6/24/14,6:50:24,162.0857
6/24/14,6:50:28,155.8231
6/24/14,6:50:31,165.1346
6/24/14,6:50:33,170.9028
6/24/14,6:50:49,161.4265
6/24/14,6:50:52,154.9826
6/24/14,6:50:54,162.0363
6/24/14,6:51:04,167.4583
6/24/14,6:51:28,172.7156
6/24/14,6:51:41,166.5849
6/24/14,6:51:43,161.0145
6/24/14,6:51:47,168.0187
6/24/14,6:51:49,174.5285
6/24/14,6:52:00,167.9857
6/24/14,6:52:05,96.8229
6/24/14,6:52:06,41.6627
6/24/14,6:52:08,23.4847
6/24/14,6:52:09,37.8887
6/24/14,6:52:10,66.9438
6/24/14,6:52:13,59.5935
6/24/14,6:53:23,51.2214
6/24/14,6:53:26,43.5909
6/24/14,6:53:27,37.4931
6/24/14,6:53:29,31.692
6/24/14,6:53:30,20.9138
6/24/14,6:53:31,9.5422
