dates,times,flow
8/8/14,5:21:16,28.8738
8/8/14,5:21:17,22.5948
8/8/14,5:21:18,10.3003
8/8/14,5:21:19,0
8/8/14,7:34:39,8.5699
8/8/14,7:34:41,19.8755
8/8/14,7:34:42,26.9127
8/8/14,7:34:43,35.7297
8/8/14,7:34:44,44.8434
8/8/14,7:34:45,51.6993
8/8/14,7:34:47,63.9443
8/8/14,7:34:48,70.2069
8/8/14,7:34:50,77.2276
8/8/14,7:35:16,72.1351
8/8/14,7:35:34,148.4069
8/8/14,7:35:37,181.4503
8/8/14,7:35:38,172.8639
8/8/14,7:35:39,163.9645
8/8/14,7:35:42,175.8964
8/8/14,7:35:43,170.2765
8/8/14,7:35:48,163.0086
8/8/14,7:36:08,157.6689
8/8/14,7:36:20,165.7279
8/8/14,7:36:22,160.0421
8/8/14,7:36:31,165.184
8/8/14,7:38:06,170.6885
8/8/14,7:38:24,165.2994
8/8/14,7:38:36,175.2371
8/8/14,7:38:48,169.5019
8/8/14,7:38:51,88.9617
8/8/14,7:38:52,39.9158
8/8/14,7:38:53,17.8978
8/8/14,7:38:56,38.482
8/8/14,7:38:57,47.1177
8/8/14,7:38:58,68.7237
8/8/14,7:39:00,57.9454
8/8/14,7:39:09,52.5069
8/8/14,7:41:09,46.5739
8/8/14,7:41:13,38.7127
8/8/14,7:41:17,29.599
8/8/14,7:41:19,21.7707
8/8/14,7:41:21,12.1956
8/8/14,7:41:23,0
8/8/14,10:26:46,9.9542
8/8/14,10:26:47,15.8542
8/8/14,10:26:48,21.8367
8/8/14,10:26:49,31.0657
8/8/14,10:26:50,39.8993
8/8/14,10:26:51,49.9524
8/8/14,10:26:52,57.2533
8/8/14,10:26:53,64.8343
8/8/14,10:26:55,73.3053
8/8/14,10:26:56,80.5567
8/8/14,10:27:25,75.4807
8/8/14,10:27:43,69.5807
8/8/14,10:28:09,63.796
8/8/14,10:28:16,58.6376
8/8/14,10:28:36,52.9518
8/8/14,10:29:10,47.7605
8/8/14,10:29:14,42.5691
8/8/14,10:29:21,34.5596
8/8/14,10:29:28,28.8409
8/8/14,10:30:24,34.1146
8/8/14,10:32:39,40.3278
8/8/14,10:32:48,33.1258
8/8/14,10:32:50,27.7861
8/8/14,10:32:53,18.2439
8/8/14,10:32:54,9.5092
8/8/14,10:32:57,0
8/8/14,12:22:44,11.0749
8/8/14,12:22:45,16.6618
8/8/14,12:22:46,25.2811
8/8/14,12:22:47,33.6367
8/8/14,12:22:48,42.635
8/8/14,12:22:51,63.8619
8/8/14,12:22:52,74.7226
8/8/14,12:22:54,81.2983
8/8/14,12:23:19,76.2058
8/8/14,12:23:42,69.4323
8/8/14,12:23:47,63.1862
8/8/14,12:23:54,69.2181
8/8/14,12:24:00,74.9039
8/8/14,12:24:07,68.5754
8/8/14,12:24:10,63.1368
8/8/14,12:24:17,57.9454
8/8/14,12:24:37,52.3585
8/8/14,12:25:10,46.5409
8/8/14,12:25:14,40.8387
8/8/14,12:25:18,35.7956
8/8/14,12:25:25,30.2088
8/8/14,12:25:31,22.6112
8/8/14,12:25:37,27.7696
8/8/14,12:25:40,34.5266
8/8/14,12:28:38,39.7839
8/8/14,12:28:41,46.096
8/8/14,12:28:49,38.7292
8/8/14,12:28:51,32.516
8/8/14,12:28:53,26.2205
8/8/14,12:28:55,19.7107
8/8/14,12:28:57,11.2232
8/8/14,12:28:59,0
8/8/14,14:10:07,6.6416
8/8/14,14:10:08,14.6512
8/8/14,14:10:09,21.4906
8/8/14,14:10:10,29.4177
8/8/14,14:10:11,36.768
8/8/14,14:10:14,53.2155
8/8/14,14:10:16,66.2846
8/8/14,14:10:17,71.4759
8/8/14,14:10:20,76.486
8/8/14,14:10:36,71.4265
8/8/14,14:11:06,181.3514
8/8/14,14:11:07,169.3701
8/8/14,14:11:09,163.0086
8/8/14,14:11:11,156.1692
8/8/14,14:11:17,163.7832
8/8/14,14:11:21,158.7566
8/8/14,14:11:30,164.7061
8/8/14,14:12:14,170.5237
8/8/14,14:12:34,164.7391
8/8/14,14:13:29,170.0952
8/8/14,14:13:50,175.336
8/8/14,14:13:54,169.815
8/8/14,14:14:07,163.6184
8/8/14,14:14:08,172.9793
8/8/14,14:14:09,180.6263
8/8/14,14:14:17,174.3802
8/8/14,14:14:22,169.3371
8/8/14,14:14:24,82.3201
8/8/14,14:14:25,41.6297
8/8/14,14:14:26,25.38
8/8/14,14:14:27,13.7777
8/8/14,14:14:30,32.8456
8/8/14,14:14:31,54.2538
8/8/14,14:14:32,74.6402
8/8/14,14:14:34,65.0815
8/8/14,14:15:38,59.9066
8/8/14,14:15:41,54.5834
8/8/14,14:15:43,49.1448
8/8/14,14:15:46,40.954
8/8/14,14:15:47,33.1752
8/8/14,14:15:48,28.0663
8/8/14,14:15:49,21.7378
8/8/14,14:15:50,10.4486
8/8/14,14:15:53,0
8/8/14,18:06:29,6.2956
8/8/14,18:06:31,15.4587
8/8/14,18:06:34,37.8722
8/8/14,18:06:35,44.4314
8/8/14,18:06:36,50.8423
8/8/14,18:06:37,58.0938
8/8/14,18:06:39,65.3617
8/8/14,18:06:41,71.8055
8/8/14,18:07:23,66.4988
8/8/14,18:07:28,61.3899
8/8/14,18:07:32,54.0231
8/8/14,18:07:39,59.8242
8/8/14,18:07:41,64.8837
8/8/14,18:07:44,70.5365
8/8/14,18:07:52,62.7248
8/8/14,18:07:54,57.6158
8/8/14,18:07:57,50.3809
8/8/14,18:08:09,55.4569
8/8/14,18:08:24,46.6233
8/8/14,18:08:27,41.399
8/8/14,18:08:33,48.4856
8/8/14,18:11:25,55.1273
8/8/14,18:11:29,60.6812
8/8/14,18:12:03,54.534
8/8/14,18:12:06,47.8099
8/8/14,18:12:08,41.9099
8/8/14,18:12:10,33.9498
8/8/14,18:12:11,27.8191
8/8/14,18:12:12,20.8478
8/8/14,18:12:13,10.8112
8/8/14,18:12:14,0
8/8/14,20:53:26,9.4433
8/8/14,20:53:30,32.9116
8/8/14,20:53:31,48.0571
8/8/14,20:53:32,57.451
8/8/14,20:53:33,64.241
8/8/14,20:53:34,69.4159
8/8/14,20:53:35,75.5301
8/8/14,20:53:37,81.5949
8/8/14,20:54:09,76.5849
8/8/14,20:54:23,112.364
8/8/14,20:54:24,195.0467
8/8/14,20:54:25,175.781
8/8/14,20:54:26,166.4036
8/8/14,20:54:28,150.2857
8/8/14,20:54:32,157.6689
8/8/14,20:55:33,163.091
8/8/14,20:56:17,157.8667
8/8/14,20:56:27,163.3217
8/8/14,20:57:08,168.6614
8/8/14,20:57:14,163.1405
8/8/14,20:57:21,190.0201
8/8/14,20:57:22,200.9797
8/8/14,20:57:25,195.7389
8/8/14,20:57:26,187.647
8/8/14,20:57:29,179.6209
8/8/14,20:57:33,173.8692
8/8/14,20:57:37,96.2791
8/8/14,20:57:38,43.9205
8/8/14,20:57:39,21.4411
8/8/14,20:57:40,14.404
8/8/14,20:57:42,26.4677
8/8/14,20:57:43,44.1183
8/8/14,20:57:45,66.0538
8/8/14,20:57:46,54.089
8/8/14,20:57:51,48.8647
8/8/14,20:59:57,42.289
8/8/14,21:00:01,35.1529
8/8/14,21:00:03,29.978
8/8/14,21:00:05,20.1556
8/8/14,21:00:08,9.6905
8/8/14,21:00:09,0
8/8/14,21:28:50,6.79
8/8/14,21:28:52,15.7059
8/8/14,21:28:53,21.8531
8/8/14,21:28:54,28.3794
8/8/14,21:28:55,36.8174
8/8/14,21:28:56,46.03
8/8/14,21:28:58,57.2862
8/8/14,21:28:59,62.5105
8/8/14,21:29:03,72.5307
8/8/14,21:29:45,67.5206
8/8/14,21:29:46,112.3476
8/8/14,21:29:47,202.1663
8/8/14,21:29:48,185.2573
8/8/14,21:29:49,176.6215
8/8/14,21:29:50,165.6949
8/8/14,21:29:51,150.6812
8/8/14,21:29:52,144.0231
8/8/14,21:29:53,149.7418
8/8/14,21:29:54,158.5589
8/8/14,21:31:05,163.8491
8/8/14,21:31:11,158.7072
8/8/14,21:31:15,165.2994
8/8/14,21:31:36,160.2564
8/8/14,21:31:52,165.7114
8/8/14,21:31:54,160.5365
8/8/14,21:32:08,166.3377
8/8/14,21:32:44,174.0176
8/8/14,21:32:45,188.438
8/8/14,21:32:46,199.2327
8/8/14,21:32:49,185.0266
8/8/14,21:32:52,178.9123
8/8/14,21:32:55,171.15
8/8/14,21:33:01,113.633
8/8/14,21:33:02,47.6451
8/8/14,21:33:03,22.7596
8/8/14,21:33:04,16.8431
8/8/14,21:33:05,10.6629
8/8/14,21:33:06,48.2384
8/8/14,21:33:07,65.2628
8/8/14,21:33:09,70.3717
8/8/14,21:33:10,59.1979
8/8/14,21:33:13,64.5047
8/8/14,21:33:22,59.2968
8/8/14,21:34:21,54.2538
8/8/14,21:34:24,46.4585
8/8/14,21:34:26,39.5697
8/8/14,21:34:28,28.297
8/8/14,21:34:29,22.0179
8/8/14,21:34:31,9.1467
8/8/14,21:34:32,0
8/9/14,1:41:33,5.2408
8/9/14,1:41:35,15.5741
8/9/14,1:41:37,27.5884
8/9/14,1:41:38,35.5979
8/9/14,1:41:39,43.2778
8/9/14,1:41:40,49.2932
8/9/14,1:41:41,55.2921
8/9/14,1:41:42,60.6318
8/9/14,1:41:43,66.0209
8/9/14,1:41:45,71.5418
8/9/14,1:42:27,82.8145
8/9/14,1:42:30,175.3195
8/9/14,1:42:31,165.4972
8/9/14,1:42:32,159.2346
8/9/14,1:42:33,152.5435
8/9/14,1:42:35,159.1851
8/9/14,1:43:04,164.393
8/9/14,1:43:45,170.0952
8/9/14,1:43:53,163.915
8/9/14,1:44:05,169.4195
8/9/14,1:44:11,161.9539
8/9/14,1:44:14,166.9639
8/9/14,1:45:30,176.4402
8/9/14,1:45:31,183.5103
8/9/14,1:45:38,178.1377
8/9/14,1:45:42,170.1611
8/9/14,1:45:48,61.9172
8/9/14,1:45:49,22.8584
8/9/14,1:45:50,13.8601
8/9/14,1:45:53,49.9524
8/9/14,1:45:54,67.9326
8/9/14,1:45:57,57.3686
8/9/14,1:45:59,63.0049
8/9/14,1:46:09,57.6323
8/9/14,1:47:01,52.375
8/9/14,1:47:03,46.7057
8/9/14,1:47:04,41.3825
8/9/14,1:47:06,32.6643
8/9/14,1:47:09,14.6182
8/9/14,1:47:10,0
8/9/14,3:59:27,11.866
8/9/14,3:59:28,19.9579
8/9/14,3:59:29,26.6654
8/9/14,3:59:30,35.7132
8/9/14,3:59:31,44.7775
8/9/14,3:59:32,51.106
8/9/14,3:59:33,58.1102
8/9/14,3:59:35,73.1569
8/9/14,3:59:37,79.2547
8/9/14,4:00:19,74.1787
8/9/14,4:00:24,185.2243
8/9/14,4:00:26,176.9182
8/9/14,4:00:28,161.7726
8/9/14,4:00:29,151.8348
8/9/14,4:00:31,161.0639
8/9/14,4:01:22,169.3042
8/9/14,4:01:28,163.1899
8/9/14,4:01:52,168.4801
8/9/14,4:02:03,163.4206
8/9/14,4:03:00,168.8922
8/9/14,4:03:09,163.6019
8/9/14,4:03:14,168.8427
8/9/14,4:03:16,163.7832
8/9/14,4:03:23,169.8975
8/9/14,4:03:24,180.4944
8/9/14,4:03:25,186.6252
8/9/14,4:03:31,179.9341
8/9/14,4:03:34,173.9846
8/9/14,4:03:39,167.6067
8/9/14,4:03:40,100.9595
8/9/14,4:03:41,46.9035
8/9/14,4:03:42,19.1503
8/9/14,4:03:44,12.69
8/9/14,4:03:46,43.3272
8/9/14,4:03:47,56.8248
8/9/14,4:03:48,62.4116
8/9/14,4:03:50,46.6068
8/9/14,4:06:02,40.6079
8/9/14,4:06:07,31.8074
8/9/14,4:06:10,21.8037
8/9/14,4:06:11,15.3104
8/9/14,4:06:13,9.8059
8/9/14,4:06:14,0
8/9/14,6:22:15,5.9165
8/9/14,6:22:17,13.9095
8/9/14,6:22:18,25.4953
8/9/14,6:22:19,32.8951
8/9/14,6:22:20,43.6074
8/9/14,6:22:21,53.0837
8/9/14,6:22:22,60.0879
8/9/14,6:22:23,65.8726
8/9/14,6:22:24,72.6131
8/9/14,6:22:25,77.6726
8/9/14,6:23:12,72.3659
8/9/14,6:23:16,66.7625
8/9/14,6:23:28,72.7284
8/9/14,6:23:39,66.5647
8/9/14,6:23:42,60.8625
8/9/14,6:24:09,55.2426
8/9/14,6:24:13,48.8152
8/9/14,6:24:48,40.6739
8/9/14,6:24:51,35.6473
8/9/14,6:25:00,29.8462
8/9/14,6:25:02,23.666
8/9/14,6:25:05,16.1179
8/9/14,6:25:08,10.4486
8/9/14,6:25:14,17.7001
8/9/14,6:25:17,24.5395
8/9/14,6:25:20,29.9451
8/9/14,6:25:28,20.3369
8/9/14,6:25:31,15.0137
8/9/14,6:25:39,21.7213
8/9/14,6:25:41,27.7532
8/9/14,6:25:45,33.2247
8/9/14,6:25:49,27.0115
8/9/14,6:25:51,20.4358
8/9/14,6:25:55,15.0961
8/9/14,6:26:01,20.8314
8/9/14,6:26:42,26.8632
8/9/14,6:28:12,32.4171
8/9/14,6:28:15,41.4155
8/9/14,6:28:19,46.8541
8/9/14,6:28:22,38.7127
8/9/14,6:28:24,30.6537
8/9/14,6:28:26,21.3093
8/9/14,6:28:28,13.959
8/9/14,6:28:30,6.0978
8/9/14,6:28:31,0
8/9/14,8:04:54,10.3333
8/9/14,8:04:56,16.6618
8/9/14,8:04:57,28.6266
8/9/14,8:04:58,38.037
8/9/14,8:04:59,44.827
8/9/14,8:05:00,50.9742
8/9/14,8:05:01,59.0002
8/9/14,8:05:03,67.9656
8/9/14,8:05:05,73.0745
8/9/14,8:05:44,67.6524
8/9/14,8:05:48,60.9284
8/9/14,8:05:51,55.6217
8/9/14,8:05:59,60.7142
8/9/14,8:06:01,66.334
8/9/14,8:06:12,60.2692
8/9/14,8:06:14,54.8306
8/9/14,8:06:18,49.1448
8/9/14,8:06:26,54.6658
8/9/14,8:06:42,48.0242
8/9/14,8:06:45,41.3661
8/9/14,8:06:51,49.2108
8/9/14,8:06:54,55.3415
8/9/14,8:07:00,50.1007
8/9/14,8:09:42,56.0996
8/9/14,8:09:45,61.1921
8/9/14,8:10:18,52.4904
8/9/14,8:10:20,46.9529
8/9/14,8:10:23,40.3772
8/9/14,8:10:24,32.8456
8/9/14,8:10:25,27.3411
8/9/14,8:10:26,19.3481
8/9/14,8:10:27,12.7394
8/9/14,8:10:28,2.4721
8/9/14,10:17:36,11.8989
8/9/14,10:17:37,16.9914
8/9/14,10:17:38,24.7207
8/9/14,10:17:41,45.5851
8/9/14,10:17:42,59.1485
8/9/14,10:17:43,67.3888
8/9/14,10:17:44,73.0745
8/9/14,10:17:46,81.2653
8/9/14,10:18:10,76.2553
8/9/14,10:18:30,95.9165
8/9/14,10:18:31,191.5363
8/9/14,10:18:32,177.7916
8/9/14,10:18:33,169.469
8/9/14,10:18:35,163.3547
8/9/14,10:18:36,155.6913
8/9/14,10:18:40,162.6625
8/9/14,10:18:59,157.4712
8/9/14,10:19:19,163.2558
8/9/14,10:19:33,168.6944
8/9/14,10:20:01,162.7779
8/9/14,10:20:31,168.3153
8/9/14,10:21:32,175.7645
8/9/14,10:21:33,183.7576
8/9/14,10:21:36,176.7533
8/9/14,10:21:46,171.3642
8/9/14,10:21:48,81.0676
8/9/14,10:21:49,42.4043
8/9/14,10:21:50,19.2163
8/9/14,10:21:51,10.7782
8/9/14,10:21:54,41.8275
8/9/14,10:21:55,48.5021
8/9/14,10:21:56,62.148
8/9/14,10:21:58,48.3043
8/9/14,10:22:45,43.0635
8/9/14,10:24:07,36.2571
8/9/14,10:24:10,29.4671
8/9/14,10:24:12,23.5012
8/9/14,10:24:14,13.9919
8/9/14,10:24:16,3.4939
8/9/14,11:27:16,13.135
8/9/14,11:27:17,27.0115
8/9/14,11:27:20,50.3809
8/9/14,11:27:21,63.6806
8/9/14,11:27:22,70.6849
8/9/14,11:27:23,76.9804
8/9/14,11:27:25,82.419
8/9/14,11:27:36,77.2276
8/9/14,11:28:07,71.8879
8/9/14,11:28:10,66.8779
8/9/14,11:28:21,72.1681
8/9/14,11:28:34,65.9385
8/9/14,11:28:39,60.2857
8/9/14,11:29:01,53.4792
8/9/14,11:29:05,47.5133
8/9/14,11:29:23,52.82
8/9/14,11:29:34,46.8376
8/9/14,11:29:37,40.7728
8/9/14,11:29:47,34.8727
8/9/14,11:29:51,27.0939
8/9/14,11:29:55,20.1062
8/9/14,11:29:58,14.4699
8/9/14,11:30:07,19.4799
8/9/14,11:30:10,24.968
8/9/14,11:30:55,30.3406
8/9/14,11:31:19,25.2316
8/9/14,11:33:03,30.6372
8/9/14,11:33:06,37.9381
8/9/14,11:33:08,42.9811
8/9/14,11:33:14,37.18
8/9/14,11:33:16,30.5219
8/9/14,11:33:17,25.3635
8/9/14,11:33:18,19.3811
8/9/14,11:33:20,9.5257
8/9/14,11:33:21,4.4992
8/9/14,13:01:50,17.1397
8/9/14,13:01:51,24.935
8/9/14,13:01:52,33.5213
8/9/14,13:01:53,44.1348
8/9/14,13:01:54,51.7652
8/9/14,13:01:55,58.753
8/9/14,13:01:56,65.4441
8/9/14,13:01:57,70.9156
8/9/14,13:01:59,77.3759
8/9/14,13:02:30,72.2175
8/9/14,13:02:41,92.3897
8/9/14,13:02:42,172.1388
8/9/14,13:02:43,182.9171
8/9/14,13:02:44,175.6162
8/9/14,13:02:46,168.2164
8/9/14,13:02:47,156.7131
8/9/14,13:02:48,150.8625
8/9/14,13:02:49,157.2569
8/9/14,13:02:53,162.3329
8/9/14,13:03:50,169.2712
8/9/14,13:04:07,162.9756
8/9/14,13:04:11,168.6285
8/9/14,13:04:23,163.3712
8/9/14,13:04:41,168.612
8/9/14,13:05:27,163.5525
8/9/14,13:05:42,175.7151
8/9/14,13:05:43,183.5763
8/9/14,13:05:51,178.4344
8/9/14,13:05:53,173.3748
8/9/14,13:05:58,79.024
8/9/14,13:05:59,36.1253
8/9/14,13:06:00,18.7713
8/9/14,13:06:01,11.2891
8/9/14,13:06:04,47.0024
8/9/14,13:06:05,67.3888
8/9/14,13:06:09,53.0342
8/9/14,13:06:10,58.753
8/9/14,13:06:12,53.0013
8/9/14,13:08:12,47.6122
8/9/14,13:08:16,41.3166
8/9/14,13:08:19,35.5484
8/9/14,13:08:21,30.423
8/9/14,13:08:24,22.9244
8/9/14,13:08:25,15.8872
8/9/14,13:08:26,10.0201
8/9/14,13:08:27,4.0872
8/9/14,15:28:14,11.9484
8/9/14,15:28:17,26.7808
8/9/14,15:28:18,38.861
8/9/14,15:28:20,49.6228
8/9/14,15:28:21,56.6764
8/9/14,15:28:23,65.5265
8/9/14,15:28:27,72.9756
8/9/14,15:29:04,66.9438
8/9/14,15:29:05,89.967
8/9/14,15:29:06,202.4629
8/9/14,15:29:07,215.2353
8/9/14,15:29:08,189.5916
8/9/14,15:29:09,183.4609
8/9/14,15:29:10,178.0553
8/9/14,15:29:13,155.4441
8/9/14,15:29:18,160.7837
8/9/14,15:30:19,166.1893
8/9/14,15:30:56,160.4706
8/9/14,15:31:04,166.7991
8/9/14,15:31:10,161.5254
8/9/14,15:31:21,166.7991
8/9/14,15:32:07,178.5003
8/9/14,15:32:08,184.0048
8/9/14,15:32:13,178.9453
8/9/14,15:32:15,173.2595
8/9/14,15:32:23,81.1335
8/9/14,15:32:24,38.7457
8/9/14,15:32:25,19.9744
8/9/14,15:32:27,10.119
8/9/14,15:32:28,43.9205
8/9/14,15:32:29,55.9018
8/9/14,15:32:30,69.317
8/9/14,15:32:32,57.3027
8/9/14,15:33:44,45.3543
8/9/14,15:33:45,39.2895
8/9/14,15:33:47,29.7638
8/9/14,15:33:48,21.0456
8/9/14,15:33:49,12.2615
8/9/14,15:33:51,0
8/9/14,17:29:44,8.1908
8/9/14,17:29:46,17.766
8/9/14,17:29:47,23.8638
8/9/14,17:29:48,32.2029
8/9/14,17:29:49,39.3554
8/9/14,17:29:50,44.5797
8/9/14,17:29:52,56.9566
8/9/14,17:29:53,62.3457
8/9/14,17:29:55,70.3058
8/9/14,17:30:36,64.1586
8/9/14,17:30:40,58.9013
8/9/14,17:30:44,52.1278
8/9/14,17:30:50,57.8465
8/9/14,17:30:52,62.8896
8/9/14,17:30:56,69.7125
8/9/14,17:31:04,62.5435
8/9/14,17:31:06,57.5005
8/9/14,17:31:09,51.2214
8/9/14,17:31:30,45.7499
8/9/14,17:31:46,51.3038
8/9/14,17:31:57,46.1619
8/9/14,17:32:05,51.518
8/9/14,17:34:36,57.7641
8/9/14,17:34:41,63.0379
8/9/14,17:34:50,57.7147
8/9/14,17:35:00,62.8401
8/9/14,17:35:08,56.9896
8/9/14,17:35:11,51.1719
8/9/14,17:35:14,43.7887
8/9/14,17:35:16,36.8339
8/9/14,17:35:18,26.8138
8/9/14,17:35:19,18.9855
8/9/14,17:35:20,9.8718
8/9/14,17:35:21,0
8/9/14,19:57:25,10.5805
8/9/14,19:57:27,16.4475
8/9/14,19:57:28,28.7914
8/9/14,19:57:29,39.6191
8/9/14,19:57:30,48.8317
8/9/14,19:57:31,58.3904
8/9/14,19:57:32,64.9167
8/9/14,19:57:33,71.5254
8/9/14,19:57:34,77.6726
8/9/14,19:57:36,83.1771
8/9/14,19:57:48,77.6891
8/9/14,19:58:20,71.9209
8/9/14,19:58:25,66.746
8/9/14,19:58:36,72.7284
8/9/14,19:58:46,66.2681
8/9/14,19:58:50,61.1426
8/9/14,19:59:19,55.0449
8/9/14,19:59:48,47.6946
8/9/14,19:59:53,41.6297
8/9/14,20:00:01,36.1253
8/9/14,20:00:05,30.7032
8/9/14,20:00:08,25.5448
8/9/14,20:00:18,31.8403
8/9/14,20:00:22,37.8063
8/9/14,20:02:39,32.5819
8/9/14,20:03:14,38.0205
8/9/14,20:03:19,45.0742
8/9/14,20:03:26,38.1688
8/9/14,20:03:29,31.8733
8/9/14,20:03:31,24.9185
8/9/14,20:03:32,19.4635
8/9/14,20:03:34,8.1578
8/9/14,20:03:35,1.5162
8/9/14,22:33:20,11.5693
8/9/14,22:33:22,17.3045
8/9/14,22:33:23,29.599
8/9/14,22:33:25,36.5373
8/9/14,22:33:26,50.2985
8/9/14,22:33:27,57.3192
8/9/14,22:33:28,62.3787
8/9/14,22:33:29,67.5206
8/9/14,22:33:31,73.1404
8/9/14,22:34:09,67.1251
8/9/14,22:34:14,60.5164
8/9/14,22:34:18,54.6164
8/9/14,22:34:24,60.2857
8/9/14,22:34:27,66.6801
8/9/14,22:34:38,60.7636
8/9/14,22:34:41,54.9295
8/9/14,22:35:12,47.8923
8/9/14,22:35:16,41.2342
8/9/14,22:35:22,48.9636
8/9/14,22:38:12,55.5063
8/9/14,22:38:18,60.8295
8/9/14,22:38:48,55.0778
8/9/14,22:38:51,48.7164
8/9/14,22:38:53,40.9046
8/9/14,22:38:55,31.6426
8/9/14,22:38:57,19.4799
8/9/14,22:38:58,11.6352
8/9/14,22:38:59,0
8/10/14,1:01:34,10.531
8/10/14,1:01:36,19.1339
8/10/14,1:01:37,30.9009
8/10/14,1:01:38,41.1024
8/10/14,1:01:39,51.0071
8/10/14,1:01:40,58.4398
8/10/14,1:01:41,65.4605
8/10/14,1:01:42,71.6902
8/10/14,1:01:43,78.167
8/10/14,1:01:46,83.5396
8/10/14,1:01:55,78.5131
8/10/14,1:02:25,72.5471
8/10/14,1:02:30,66.6307
8/10/14,1:02:43,72.7284
8/10/14,1:02:52,67.4217
8/10/14,1:02:57,61.6865
8/10/14,1:03:23,55.6382
8/10/14,1:03:28,49.9524
8/10/14,1:03:58,43.7557
8/10/14,1:04:08,38.5644
8/10/14,1:04:12,32.6643
8/10/14,1:04:15,26.0721
8/10/14,1:04:19,19.5294
8/10/14,1:04:33,24.8032
8/10/14,1:07:22,30.3406
8/10/14,1:07:25,35.944
8/10/14,1:07:28,43.1459
8/10/14,1:07:36,37.4437
8/10/14,1:07:38,27.9509
8/10/14,1:07:39,22.7925
8/10/14,1:07:42,12.4593
8/10/14,1:07:43,5.2078
8/10/14,1:07:44,0
8/10/14,3:12:39,10.4816
8/10/14,3:12:40,15.6565
8/10/14,3:12:41,22.1003
8/10/14,3:12:43,28.9233
8/10/14,3:12:44,41.4814
8/10/14,3:12:45,48.8647
8/10/14,3:12:46,54.122
8/10/14,3:12:47,60.2857
8/10/14,3:12:49,69.2675
8/10/14,3:12:54,75.5796
8/10/14,3:13:04,70.4706
8/10/14,3:13:31,127.7898
8/10/14,3:13:32,190.9266
8/10/14,3:13:34,170.8368
8/10/14,3:13:35,162.5142
8/10/14,3:13:37,157.3558
8/10/14,3:13:44,162.8603
8/10/14,3:14:34,168.1505
8/10/14,3:15:15,162.8603
8/10/14,3:15:32,169.2218
8/10/14,3:15:38,163.4701
8/10/14,3:16:09,168.579
8/10/14,3:16:31,177.2313
8/10/14,3:16:34,171.3477
8/10/14,3:16:46,96.9383
8/10/14,3:16:47,38.2677
8/10/14,3:16:48,19.3811
8/10/14,3:16:49,14.1897
8/10/14,3:16:53,67.4547
8/10/14,3:16:55,57.2203
8/10/14,3:18:07,50.5951
8/10/14,3:18:10,41.3331
8/10/14,3:18:12,30.1264
8/10/14,3:18:14,22.9573
8/10/14,3:18:15,15.195
8/10/14,3:18:16,0
8/10/14,4:59:52,10.4322
8/10/14,4:59:53,16.085
8/10/14,4:59:56,32.137
8/10/14,4:59:57,41.9264
8/10/14,4:59:58,49.6393
8/10/14,5:00:01,63.1038
8/10/14,5:00:04,70.7178
8/10/14,5:00:46,94.664
8/10/14,5:00:47,199.8755
8/10/14,5:00:48,214.3289
8/10/14,5:00:49,196.8266
8/10/14,5:00:51,180.6757
8/10/14,5:00:52,171.1994
8/10/14,5:01:02,165.6785
8/10/14,5:01:19,159.1357
8/10/14,5:01:49,164.4919
8/10/14,5:02:45,170.4743
8/10/14,5:03:29,164.5248
8/10/14,5:03:44,174.3142
8/10/14,5:03:57,169.0734
8/10/14,5:04:01,73.124
8/10/14,5:04:02,22.2157
8/10/14,5:04:03,9.707
8/10/14,5:04:06,15.64
8/10/14,5:04:07,36.0593
8/10/14,5:04:08,66.1857
8/10/14,5:04:11,58.5387
8/10/14,5:05:22,53.4298
8/10/14,5:05:24,46.7057
8/10/14,5:05:27,34.8398
8/10/14,5:05:29,23.4517
8/10/14,5:05:30,15.7224
8/10/14,5:05:31,4.9112
8/10/14,9:59:50,10.7782
8/10/14,9:59:52,23.1881
8/10/14,9:59:53,31.247
8/10/14,9:59:54,40.542
8/10/14,9:59:55,48.3867
8/10/14,9:59:56,55.8359
8/10/14,9:59:57,63.0379
8/10/14,9:59:59,74.6402
8/10/14,10:00:02,79.6502
8/10/14,10:00:20,74.4094
8/10/14,10:00:47,67.6854
8/10/14,10:01:01,73.1734
8/10/14,10:01:09,67.3888
8/10/14,10:01:14,60.434
8/10/14,10:01:37,54.9625
8/10/14,10:01:40,49.7217
8/10/14,10:02:12,43.7887
8/10/14,10:02:15,38.6303
8/10/14,10:02:20,31.5272
8/10/14,10:02:27,26.3523
8/10/14,10:04:10,31.4283
8/10/14,10:05:42,37.1306
8/10/14,10:05:51,30.5219
8/10/14,10:05:53,23.7814
8/10/14,10:05:55,17.3375
8/10/14,10:05:56,11.9978
8/10/14,10:05:59,0
8/10/14,14:35:04,8.2402
8/10/14,14:35:06,21.9191
8/10/14,14:35:07,27.6048
8/10/14,14:35:08,36.768
8/10/14,14:35:09,44.4314
8/10/14,14:35:11,54.7153
8/10/14,14:35:13,68.2128
8/10/14,14:35:14,77.1123
8/10/14,14:35:16,82.5838
8/10/14,14:35:27,77.3924
8/10/14,14:36:00,210.2252
8/10/14,14:36:02,190.6134
8/10/14,14:36:03,173.7045
8/10/14,14:36:04,142.82
8/10/14,14:36:05,158.6742
8/10/14,14:36:06,165.2664
8/10/14,14:36:10,171.3477
8/10/14,14:36:12,162.7449
8/10/14,14:36:59,168.2988
